,Product Name,Price,Quantity,Discount,Prize badge,Product Link,Product pid
139,Casa do Canto Branco Grande Reserva Espumante Bruto,33.20,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/casa-do-canto-branco-grande-reserva-espumante-bruto-casa-do-canto-7769643.html,7769643
140,Família Hehn Bruto Rosé Espumante Beiras,17.39,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/familia-hehn-bruto-rose-espumante-beiras-familia-hehn-7695956.html,7695956
141,Contemporal Espumante Branco Meio Seco,3.29,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/contemporal-espumante-branco-meio-seco-contemporal-6948510.html,6948510
142,Quinta de Santiago Alvarinho Espumante Vinho Verde,22.69,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-de-santiago-alvarinho-espumante-vinho-verde-quinta-de-santiago-7695953.html,7695953
143,Conceito Bruto Nature Espumante Douro,23.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/conceito-bruto-nature-espumante-douro-conceito-7695236.html,7695236
144,Flor de Lis Baga Rosé Espumante Lisboa,8.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/flor-de-lis-baga-rose-espumante-lisboa-flor-de-lis-7696173.html,7696173
145,Quinta de Lemos Gégé Branco Espumante Dão,15.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-de-lemos-gege-branco-espumante-dao-quinta-de-lemos-7695725.html,7695725
146,Sidónio de Sousa Special Cuvée Branco Bruto Espumante Beiras,14.75,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/sidonio-de-sousa-special-cuvee-branco-bruto-espumante-beiras-sidonio-de-sousa-7695380.html,7695380
147,Flor de Lis Doce Espumante Lisboa,5.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/flor-de-lis-doce-espumante-lisboa-flor-de-lis-7696203.html,7696203
148,Henriot Champanhe Rosé,66.90,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/henriot-champanhe-rose-henriot-7697819.html,7697819
149,Familia Hehn Espumante Beiras,13.19,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/familia-hehn-espumante-beiras-familia-hehn-7695948.html,7695948
150,Marquês de Marialva Baga Cuvée Blanc de Noirs Bruto,32.50,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/marques-de-marialva-baga-cuvee-blanc-de-noirs-bruto-marques-de-marialva-7454316.html,7454316
151,Aphros Yakkos Vinhão Grande Reserva Espumante Vinho Verde,18.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/aphros-yakkos-vinhao-grande-reserva-espumante-vinho-verde-aphros-7695751.html,7695751
152,Espumante Borlido Meio Seco Branco,5.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/espumante-borlido-meio-seco-branco-borlido-7559191.html,7559191
153,Quinta do Piloto Reserva Extra Bruto Espumante Setúbal,16.65,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-do-piloto-reserva-extra-bruto-espumante-setubal-quinta-do-piloto-7696126.html,7696126
154,Brummell Espumante Blanc de Blancs Branco Bruto,7.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/brummell-espumante-blanc-de-blancs-branco-bruto-brummell-5523955.html,5523955
155,Aphros Pan Rosé Espumante Vinho Verde,18.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/aphros-pan-rose-espumante-vinho-verde-aphros-7695748.html,7695748
