,Product Name,Price,Quantity,Discount,Prize badge,Product Link,Product pid
808,Valle Pradinhos Regional Trasmontano Vinho Rosé,9.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/valle-pradinhos-regional-trasmontano-vinho-rose-valle-pradinhos-5676725.html,5676725
809,Cabeça de Toiro Reserva DOC Tejo Vinho Tinto,7.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cabeca-de-toiro-reserva-doc-tejo-vinho-tinto-cabeca-de-toiro-2165330.html,2165330
810,José Maria da Fonseca Moscatel Roxo de Setúbal,21.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/jose-maria-da-fonseca-moscatel-roxo-de-setubal-jose-maria-da-fonseca-6716060.html,6716060
811,Quinta da Romaneira Reserva Doc Douro Vinho Tinto,50.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-da-romaneira-reserva-doc-douro-vinho-tinto-quinta-da-romaneira-7775206.html,7775206
812,Castelinho Grande Reserva DOC Douro Vinho Tinto,7.99,garrafa 75 cl,50,n/a,https://www.continente.pt/produto/castelinho-grande-reserva-doc-douro-vinho-tinto-castelinho-7626643.html,7626643
813,Contemporal Vegan Regional Alentejano Vinho Branco,3.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/contemporal-vegan-regional-alentejano-vinho-branco-contemporal-7435696.html,7435696
814,Coutada Velha Tonel Nº2 Regional Alentejano Vinho Tinto,7.99,garrafa 75 cl,65,n/a,https://www.continente.pt/produto/coutada-velha-tonel-n2-regional-alentejano-vinho-tinto-coutada-velha-7473556.html,7473556
815,Tavedo DOC Douro Vinho Tinto,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/tavedo-doc-douro-vinho-tinto-tavedo-2214778.html,2214778
816,QM Alvarinho Vinhas Velhas DOC Vinho Verde Branco,14.29,garrafa 75 cl,20,premiado,https://www.continente.pt/produto/qm-alvarinho-vinhas-velhas-doc-vinho-verde-branco-quintas-de-melgaco-5448330.html,5448330
817,Lagar da Ravasqueira Regional Alentejano Vinho Tinto,5.99,garrafa 75 cl,60,n/a,https://www.continente.pt/produto/lagar-da-ravasqueira-regional-alentejano-vinho-tinto-monte-da-ravasqueira-7625275.html,7625275
818,Lancers Sangria Tinta,3.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/lancers-sangria-tinta-lancers-7415094.html,7415094
819,Cruz Vinho do Porto Colheita,29.98,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cruz-vinho-do-porto-colheita-gran-cruz-5965481.html,5965481
820,Vinhas do Ocidente Reserva Regional Alentejano Vinho Tinto,3.59,garrafa 75 cl,60,premiado,https://www.continente.pt/produto/vinhas-do-ocidente-reserva-regional-alentejano-vinho-tinto-vinhas-do-ocidente-5423660.html,5423660
821,Monte Velho Biológico DOC Alentejo Vinho Branco,5.99,garrafa 75 cl,20,premiado,https://www.continente.pt/produto/monte-velho-biologico-doc-alentejo-vinho-branco-monte-velho-7577939.html,7577939
822,Quinta Archeira Adegamãe Reserva Regional Lisboa Vinho Tinto,4.89,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/quinta-archeira-adegamae-reserva-regional-lisboa-vinho-tinto-adegamae-7021294.html,7021294
823,Pouco Comum Alvarinho Regional Minho Vinho Verde Branco,5.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/pouco-comum-alvarinho-regional-minho-vinho-verde-branco-pouco-comum-5474344.html,5474344
824,Taylor's DOC Vinho do Porto 10 Anos,21.90,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/taylors-doc-vinho-do-porto-10-anos-taylors-2103462.html,2103462
825,Quinta de Pancas Reserva Regional Lisboa Vinho Tinto,14.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-de-pancas-reserva-regional-lisboa-vinho-tinto-quinta-de-pancas-2231558.html,2231558
826,Titan Vale dos Mil DOC Douro Vinho Tinto,38.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/titan-vale-dos-mil-doc-douro-vinho-tinto-titan-7141197.html,7141197
827,Maré Viva Regional Alentejano Vinho Branco,1.69,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/mare-viva-regional-alentejano-vinho-branco-mare-viva-5339619.html,5339619
828,Campolargo Baga Castelão Alfrocheiro Bairrada Vinho Tinto,39.30,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/campolargo-baga-castelao-alfrocheiro-bairrada-vinho-tinto-campolargo-7770897.html,7770897
829,Quinta de Cidrô Touriga Nacional DOC Douro Vinho Tinto,18.85,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-de-cidro-touriga-nacional-doc-douro-vinho-tinto-quinta-de-cidro-5151129.html,5151129
830,Quinta do Vallado Vinho do Porto Tawny 20 Anos,34.00,garrafa 50 cl,n/a,n/a,https://www.continente.pt/produto/quinta-do-vallado-vinho-do-porto-tawny-20-anos-quinta-do-vallado-7458090.html,7458090
831,Fita Preta Regional Alentejano Vinho Tinto,12.90,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/fita-preta-regional-alentejano-vinho-tinto-fita-preta-4510535.html,4510535
832,Venâncio Costa Lima Carácter Regional Península de Setúbal Vinho Tinto,4.49,garrafa 75 cl,55,n/a,https://www.continente.pt/produto/venancio-costa-lima-caracter-regional-peninsula-de-setubal-vinho-tinto-venancio-costa-lima-6651890.html,6651890
833,Beyra Biológico DOC Beira Branco,7.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/beyra-biologico-doc-beira-branco-beyra-5833107.html,5833107
834,Castas Escondidas DOC Douro Vinho Tinto,29.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/castas-escondidas-doc-douro-vinho-tinto-castas-escondidas-7442150.html,7442150
835,Dona Maria Regional Alentejano Vinho Tinto,11.19,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/dona-maria-regional-alentejano-vinho-tinto-dona-maria-5328579.html,5328579
836,Taylor's Vinho do Porto 20 Anos,47.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/taylors-vinho-do-porto-20-anos-taylors-2231292.html,2231292
837,Tapada do Barão Colheita Selecionada Regional Alentejano Vinho Tinto,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/tapada-do-barao-colheita-selecionada-regional-alentejano-vinho-tinto-tapada-do-barao-2971476.html,2971476
838,Vinha das Mouras Reserva Regional Alentejano Vinho Tinto,3.49,garrafa 75 cl,45,n/a,https://www.continente.pt/produto/vinha-das-mouras-reserva-regional-alentejano-vinho-tinto-mouras-5244374.html,5244374
839,Pacheca Superior DOC Douro Vinho Branco,9.79,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/pacheca-superior-doc-douro-vinho-branco-quinta-da-pacheca-5485939.html,5485939
840,Adega de Pegões Regional Península de Setúbal Vinho Tinto,2.19,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/adega-de-pegoes-regional-peninsula-de-setubal-vinho-tinto-adega-de-pegoes-2231748.html,2231748
841,Casal Mendes DOC Vinho Verde Branco,3.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/casal-mendes-doc-vinho-verde-branco-casal-mendes-5288402.html,5288402
842,Carm Rabigato DOC Douro Vinho Branco,16.49,Garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/carm-rabigato-doc-douro-vinho-branco-carm-7656837.html,7656837
843,Contemporal Reserva DOC Douro Tinto,3.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/contemporal-reserva-doc-douro-tinto-contemporal-6969347.html,6969347
844,Monte dos Amigos Regional Alentejo Vinho Tinto,5.99,"garrafa 1,5 lt",50,premiado,https://www.continente.pt/produto/monte-dos-amigos-regional-alentejo-vinho-tinto-monte-dos-amigos-5311720.html,5311720
845,Bacalhôa 5 Anos Moscatel Roxo de Setúbal,14.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/bacalhoa-5-anos-moscatel-roxo-de-setubal-bacalhoa-5858239.html,5858239
846,Anselmo Mendes Contacto DOC Vinho Verde Branco,10.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/anselmo-mendes-contacto-doc-vinho-verde-branco-anselmo-mendes-5031496.html,5031496
847,Quinta do Vale da Ribeira Premium DOC Dão Vinho Branco,4.99,garrafa 75 cl,50,n/a,https://www.continente.pt/produto/quinta-do-vale-da-ribeira-premium-doc-dao-vinho-branco-quinta-do-vale-da-ribeira-7168492.html,7168492
848,Leo D´Honor DOC Palmela Vinho Tinto,40.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/leo-d%C2%B4honor-doc-palmela-vinho-tinto-leo-dhonor-3772982.html,3772982
849,Castiço Vinho Frisante Branco,2.79,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/castico-vinho-frisante-branco-castico-2198120.html,2198120
850,Vila Ruiva Regional Alentejano Vinho Rosé,2.39,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/vila-ruiva-regional-alentejano-vinho-rose-vila-ruiva-5110053.html,5110053
851,Dona Ermelinda Grande Reserva Regional Península de Setúbal Vinho Tinto,26.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/dona-ermelinda-grande-reserva-regional-peninsula-de-setubal-vinho-tinto-dona-ermelinda-6588799.html,6588799
852,Castiço Vinho Frisante Rosé,2.79,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/castico-vinho-frisante-rose-castico-3610418.html,3610418
853,Cruz Vinho do Porto Late Bottled Vintage,21.98,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/cruz-vinho-do-porto-late-bottled-vintage-gran-cruz-6992651.html,6992651
854,Torre de Vila Nova Premium Loureiro DOC Vinho Verde Branco,4.39,garrafa 75 cl,60,n/a,https://www.continente.pt/produto/torre-de-vila-nova-premium-loureiro-doc-vinho-verde-branco-torre-vila-nova-7828268.html,7828268
855,Beyra DOC Beira Interior Vinho Tinto,6.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/beyra-doc-beira-interior-vinho-tinto-beyra-5247171.html,5247171
856,Margaça Regional Alentejano Vinho Tinto,12.49,emb. 5 lt,n/a,n/a,https://www.continente.pt/produto/margaca-regional-alentejano-vinho-tinto-margaca-7328563.html,7328563
857,Adega de Pegões Regional Península de Setúbal Vinho Rosé,2.19,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/adega-de-pegoes-regional-peninsula-de-setubal-vinho-rose-adega-de-pegoes-3715801.html,3715801
858,Cazas Novas Avesso DOC Vinho Verde Branco,6.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/cazas-novas-avesso-doc-vinho-verde-branco-cazas-novas-7408878.html,7408878
859,Cruz Vinho do Porto Pink,8.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/cruz-vinho-do-porto-pink-gran-cruz-4314258.html,4314258
860,Dona Julieta Premium Regional Alentejo Vinho Tinto,6.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/dona-julieta-premium-regional-alentejo-vinho-tinto-dona-julieta-7714723.html,7714723
861,Cockburn's Vinho do Porto Late Bottled Vintage,12.79,garrafa 75 cl,20,premiado,https://www.continente.pt/produto/cockburns-vinho-do-porto-late-bottled-vintage-cockburns-6661990.html,6661990
862,Beyra Reserva DOC Beira Interior Vinho Branco,9.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/beyra-reserva-doc-beira-interior-vinho-branco-beyra-7272345.html,7272345
863,Taylor's Portonic,2.99,garrafa 25 cl,n/a,n/a,https://www.continente.pt/produto/taylors-portonic-taylors-7422925.html,7422925
864,Dona Julieta Reserva Regional Alentejano Vinho Tinto,3.99,garrafa 75 cl,50,n/a,https://www.continente.pt/produto/dona-julieta-reserva-regional-alentejano-vinho-tinto-dona-julieta-7487167.html,7487167
865,Quevedo Claudias Reserva Douro Vinho Branco,17.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quevedo-claudias-reserva-douro-vinho-branco-quevedo-7770609.html,7770609
866,Castello D'Alba Superior DOC Douro Vinho Tinto,11.89,garrafa 75 cl,20,premiado,https://www.continente.pt/produto/castello-dalba-superior-doc-douro-vinho-tinto-castello-dalba-7480695.html,7480695
867,Villa Maria Private Bin Sauvignon Blanc Nova Zelândia Vinho Branco,11.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/villa-maria-private-bin-sauvignon-blanc-nova-zelandia-vinho-branco-villa-maria-5598910.html,5598910
868,Pancas Regional Lisboa Vinho Tinto,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/pancas-regional-lisboa-vinho-tinto-pancas-2661791.html,2661791
869,Pacheca Reserva Touriga Nacional DOC Douro Vinho Rosé,19.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/pacheca-reserva-touriga-nacional-doc-douro-vinho-rose-quinta-da-pacheca-6482842.html,6482842
870,Fonte da Loba DOC Douro Vinho Tinto,4.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/fonte-da-loba-doc-douro-vinho-tinto-fonte-da-loba-5215632.html,5215632
871,Villa Oliveira Encruzado DOC Dão Vinho Branco,42.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/villa-oliveira-encruzado-doc-dao-vinho-branco-villa-oliveira-6913776.html,6913776
872,Malhadinha Alentejo Vinho Rosé,30.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/malhadinha-alentejo-vinho-rose-malhadinha-7695528.html,7695528
873,Coutada Velha Premium Regional Alentejo Vinho Branco,3.99,garrafa 75 cl,60,n/a,https://www.continente.pt/produto/coutada-velha-premium-regional-alentejo-vinho-branco-coutada-velha-7817884.html,7817884
874,Alabastro Regional Alentejano Vinho Tinto,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/alabastro-regional-alentejano-vinho-tinto-alabastro-2088651.html,2088651
875,Júlia Kemper Syrah Dão Vinho Tinto,25.60,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/julia-kemper-syrah-dao-vinho-tinto-julia-kemper-7695512.html,7695512
876,Pera Doce Reserva Regional Alentejano Vinho Tinto,8.99,"garrafa 1,5 lt",55,premiado,https://www.continente.pt/produto/pera-doce-reserva-regional-alentejano-vinho-tinto-pera-doce-4814618.html,4814618
877,Vinha das Virtudes Humanitas Reserva Alentejo Vinho Branco,32.10,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/vinha-das-virtudes-humanitas-reserva-alentejo-vinho-branco-vinha-das-virtudes-7696115.html,7696115
878,Quinta de La Rosa DOC Douro Vinho Tinto,14.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-de-la-rosa-doc-douro-vinho-tinto-quinta-de-la-rosa-5055504.html,5055504
879,Cabriz DOC Dão Vinho Branco,7.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/cabriz-doc-dao-vinho-branco-quinta-de-cabriz-6801512.html,6801512
880,Aneto Grande Reserva DOC Douro Vinho Branco,20.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/aneto-grande-reserva-doc-douro-vinho-branco-aneto-6812918.html,6812918
881,Ponte de Lima Vinhão DOC Vinho Verde Tinto,4.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/ponte-de-lima-vinhao-doc-vinho-verde-tinto-ponte-de-lima-4021499.html,4021499
882,Montes Ermos Reserva DOC Douro Tinto,6.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/montes-ermos-reserva-doc-douro-tinto-montes-ermos-7030322.html,7030322
883,Vinha da Malcata Biológico DOC Beira Interior Tinto,4.49,garrafa 75 cl,25,premiado,https://www.continente.pt/produto/vinha-da-malcata-biologico-doc-beira-interior-tinto-vinha-da-malcata-7406327.html,7406327
884,Quevedo Claudias Reserva Douro Vinho Tinto,17.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quevedo-claudias-reserva-douro-vinho-tinto-quevedo-7770325.html,7770325
885,Contemporal DOC Meio Doce Vinho da Madeira,7.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/contemporal-doc-meio-doce-vinho-da-madeira-contemporal-7128328.html,7128328
886,Ferreira Vinho do Porto Dona Antónia 20 Anos,42.59,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/ferreira-vinho-do-porto-dona-antonia-20-anos-ferreira-2050693.html,2050693
887,Altano Reserva DOC Douro Vinho Tinto,7.99,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/altano-reserva-doc-douro-vinho-tinto-altano-5552717.html,5552717
888,Gatão Bordalesa DOC Vinho Verde Branco,3.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/gatao-bordalesa-doc-vinho-verde-branco-gatao-2963202.html,2963202
889,Quinta dos Avidagos Reserva DOC Douro Vinho Tinto,12.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-dos-avidagos-reserva-doc-douro-vinho-tinto-quinta-dos-avidagos-7817875.html,7817875
890,Montes Ermos DOC Douro Tinto,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/montes-ermos-doc-douro-tinto-montes-ermos-7030321.html,7030321
891,Conventual Regional Alentejano Vinho Branco,4.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/conventual-regional-alentejano-vinho-branco-conventual-5307507.html,5307507
892,Gazela Vinho Branco,1.49,emb. 25 cl,n/a,n/a,https://www.continente.pt/produto/gazela-vinho-branco-gazela-7411259.html,7411259
893,Santa Vitória Versátil Regional Alentejano Vinho Tinto,4.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/santa-vitoria-versatil-regional-alentejano-vinho-tinto-versatil-4456196.html,4456196
894,Reynolds Regional Alentejano Vinho Tinto,8.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/reynolds-regional-alentejano-vinho-tinto-reynolds-6869017.html,6869017
895,Júlia Kemper Dão Vinho Branco,18.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/julia-kemper-dao-vinho-branco-julia-kemper-7695503.html,7695503
896,Jeropiga Casa Paciência,2.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/jeropiga-casa-paciencia-paciencia-7475558.html,7475558
897,Aldeias de Juromenha Syrah Reserva Regional Alentejano Vinho Tinto,9.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/aldeias-de-juromenha-syrah-reserva-regional-alentejano-vinho-tinto-aldeias-de-juromenha-7625315.html,7625315
898,Mamoré de Borba Touriga Nacional Alentejo Vinho Rosé,18.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/mamore-de-borba-touriga-nacional-alentejo-vinho-rose-mamore-de-borba-7771119.html,7771119
899,Quinta da Bacalhôa Regional Península de Setúbal Vinho Branco,19.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-da-bacalhoa-regional-peninsula-de-setubal-vinho-branco-quinta-da-bacalhoa-4320186.html,4320186
900,Quinta das Cerejeiras Grande Reserva DOC Lisboa Branco,25.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-das-cerejeiras-grande-reserva-doc-lisboa-branco-cerejeiras-7055231.html,7055231
901,Dom Bella Superior Dão Vinho Tinto,17.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/dom-bella-superior-dao-vinho-tinto-dom-bella-7695854.html,7695854
902,Ferreira Dona Antónia Vinho do Porto 10 Anos,18.89,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/ferreira-dona-antonia-vinho-do-porto-10-anos-ferreira-2050001.html,2050001
903,Gazela Vinho Rosé,3.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/gazela-vinho-rose-gazela-7740106.html,7740106
904,Adega Mayor Reserva do Comendador Regional Alentejano Vinho Tinto,27.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/adega-mayor-reserva-do-comendador-regional-alentejano-vinho-tinto-adega-mayor-5116506.html,5116506
905,Ravasqueira Clássico Regional Alentejano Vinho Tinto,5.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/ravasqueira-classico-regional-alentejano-vinho-tinto-monte-da-ravasqueira-2851968.html,2851968
906,Carvalhais Mélange à Trois DOC Dão Vinho Rosé,5.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/carvalhais-melange-a-trois-doc-dao-vinho-rose-quinta-dos-carvalhais-7768495.html,7768495
907,Contemporal DOC Vinho do Porto Tawny,4.69,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/contemporal-doc-vinho-do-porto-tawny-contemporal-6968117.html,6968117
908,Monte Velho Reserva Regional Alentejano Vinho Tinto,6.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/monte-velho-reserva-regional-alentejano-vinho-tinto-monte-velho-7855352.html,7855352
909,Zimbro 5 Marias Douro Vinho Tinto,22.59,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/zimbro-5-marias-douro-vinho-tinto-quinta-do-zimbro-7770281.html,7770281
910,Alambre DOC Moscatel Roxo de Setúbal,14.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/alambre-doc-moscatel-roxo-de-setubal-alambre-5662347.html,5662347
911,Cancellus Premium Regional Douro Vinho Tinto,23.98,"garrafa 1,5 lt",n/a,n/a,https://www.continente.pt/produto/cancellus-premium-regional-douro-vinho-tinto-cancellus-7462036.html,7462036
912,Croft Quinta da Roeda Vinho do Porto Vintage,39.90,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/croft-quinta-da-roeda-vinho-do-porto-vintage-croft-6217767.html,6217767
913,Herdade dos Grous Reserva Regional Alentejano Vinho Branco,19.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/herdade-dos-grous-reserva-regional-alentejano-vinho-branco-herdade-dos-grous-5423297.html,5423297
914,Quinta da Mimosa Regional Península de Setúbal Vinho Tinto,10.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-da-mimosa-regional-peninsula-de-setubal-vinho-tinto-quinta-da-mimosa-2624145.html,2624145
915,Adega de Pias Reserva Regional Alentejano Vinho Tinto,3.69,garrafa 75 cl,50,n/a,https://www.continente.pt/produto/adega-de-pias-reserva-regional-alentejano-vinho-tinto-adega-de-pias-5550478.html,5550478
916,Pacheca DOC Douro Vinho Rosé,7.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/pacheca-doc-douro-vinho-rose-quinta-da-pacheca-5568033.html,5568033
917,Carm Grande Reserva DOC Douro Vinho Tinto,35.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/carm-grande-reserva-doc-douro-vinho-tinto-carm-5424861.html,5424861
918,Pacheca Grande Reserva Touriga Nacional DOC Douro Vinho Tinto,30.39,garrafa 75 cl,20,n/a,https://www.continente.pt/produto/pacheca-grande-reserva-touriga-nacional-doc-douro-vinho-tinto-quinta-da-pacheca-5425118.html,5425118
919,Quinta dos Aciprestes DOC Douro Vinho Branco,8.45,garrafa 75 cl,25,n/a,https://www.continente.pt/produto/quinta-dos-aciprestes-doc-douro-vinho-branco-quinta-dos-aciprestes-6953742.html,6953742
920,Muxagat Tinta Francisca Douro Vinho Tinto,30.50,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/muxagat-tinta-francisca-douro-vinho-tinto-muxagat-7695996.html,7695996
921,Porta 6 Regional Lisboa Vinho Tinto,6.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/porta-6-regional-lisboa-vinho-tinto-porta-6-7243155.html,7243155
922,QM Alvarinho Chardonnay Regional Minho Vinho Branco,49.90,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/qm-alvarinho-chardonnay-regional-minho-vinho-branco-quintas-de-melgaco-7167895.html,7167895
923,Beyra Biológico DOC Beira Interior Vinho Tinto,7.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/beyra-biologico-doc-beira-interior-vinho-tinto-beyra-5833104.html,5833104
924,Contemporal Vinho da Madeira Seco,7.59,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/contemporal-vinho-da-madeira-seco-contemporal-7128335.html,7128335
925,Pouca Roupa Regional Alentejano Vinho Tinto,5.49,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/pouca-roupa-regional-alentejano-vinho-tinto-pouca-roupa-6090687.html,6090687
926,Quinta dos Carvalhais Reserva DOC Dão Vinho Branco,30.00,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/quinta-dos-carvalhais-reserva-doc-dao-vinho-branco-quinta-dos-carvalhais-3833377.html,3833377
927,Mina Velha Reserva Regional Lisboa Vinho Tinto,3.99,garrafa 75 cl,50,premiado,https://www.continente.pt/produto/mina-velha-reserva-regional-lisboa-vinho-tinto-mina-velha-5126227.html,5126227
928,Carm Biológico DOC Douro Vinho Tinto,15.99,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/carm-biologico-doc-douro-vinho-tinto-carm-7435928.html,7435928
929,Casal Sta. Maria Chardonnay Regional Lisboa Vinho Branco,23.99,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/casal-sta.-maria-chardonnay-regional-lisboa-vinho-branco-casal-santa-maria-7361299.html,7361299
930,Quinta do Vallado Vinho do Porto 10 Anos,20.00,garrafa 50 cl,n/a,n/a,https://www.continente.pt/produto/quinta-do-vallado-vinho-do-porto-10-anos-quinta-do-vallado-5318921.html,5318921
931,Marquês de Riscal Reserva Rioja Espanha Vinho Tinto,17.99,garrafa 75 cl,10,premiado,https://www.continente.pt/produto/marques-de-riscal-reserva-rioja-espanha-vinho-tinto-marques-riscal-2199766.html,2199766
932,CA&RA Dão Classico Dão Vinho Tinto,7.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/ca-ra-dao-classico-dao-vinho-tinto-ca-ra-7695905.html,7695905
933,CA&RA Dão Classico Dão Vinho Branco,7.29,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/ca-ra-dao-classico-dao-vinho-branco-ca-ra-7695916.html,7695916
934,Quinta das Bágeiras Avô Fausto Bairrada Vinho Tinto,30.75,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/quinta-das-bageiras-avo-fausto-bairrada-vinho-tinto-quinta-das-bageiras-7695165.html,7695165
935,Noval Vinho do Porto LBV,24.49,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/noval-vinho-do-porto-lbv-noval-7454358.html,7454358
936,Pontual Syrah Regional Alentejano Vinho Tinto,9.19,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/pontual-syrah-regional-alentejano-vinho-tinto-pontual-3637639.html,3637639
937,Granja Amareleja Premium DOC Alentejo Vinho Tinto,7.99,garrafa 75 cl,55,premiado,https://www.continente.pt/produto/granja-amareleja-premium-doc-alentejo-vinho-tinto-granja-amareleja-5129833.html,5129833
938,Castello D'Alba DOC Douro Vinho Tinto,4.99,garrafa 75 cl,25,premiado,https://www.continente.pt/produto/castello-dalba-doc-douro-vinho-tinto-castello-dalba-5339630.html,5339630
939,Tinta Miúda da Malhadinha Alentejo Vinho Tinto,32.00,garrafa 75 cl,n/a,premiado,https://www.continente.pt/produto/tinta-miuda-da-malhadinha-alentejo-vinho-tinto-malhadinha-7695532.html,7695532
940,Granja Amareleja DOC Alentejo Vinho Branco,5.39,garrafa 75 cl,55,n/a,https://www.continente.pt/produto/granja-amareleja-doc-alentejo-vinho-branco-granja-amareleja-4723129.html,4723129
941,Aspias Regional Alentejano Vinho Tinto,3.65,garrafa 75 cl,n/a,n/a,https://www.continente.pt/produto/aspias-regional-alentejano-vinho-tinto-pias-2436729.html,2436729
